   SAO	 m(phot)	 m(vis)	 dup&var	 RA(deg)	 DEC(deg)	 RAchange(deg/yr)	 DECchange(deg/yr)
151962	 99.90	 5.30		 2	 102.24067843	 -15.14468311	 0.00000084	 -0.00000111
151992	 99.90	 5.90		 0	 102.59136998	 -17.08399755	 0.00000378	 0.00000444
152055	 99.90	 5.60		 0	 103.32844091	 -19.03280418	 -0.00001470	 0.00000083
152071	 99.90	 4.30		 0	 103.54751599	 -12.03864342	 -0.00003948	 -0.00000361
152123	 99.90	 5.20		 2	 104.02773730	 -14.04348018	 0.00000000	 0.00000139
152126	 99.90	 4.40		 0	 104.03426214	 -17.05405075	 -0.00000126	 0.00000306
152303	 99.90	 4.10		 0	 105.93962136	 -15.63320544	 0.00000000	 -0.00000167
152394	 99.90	 5.30		 2	 106.66970909	 -11.29425123	 -0.00000336	 -0.00000139
152477	 99.90	 6.00		 2	 107.38844250	 -16.23473915	 -0.00000672	 -0.00000250
152570	 99.90	 6.00		 0	 108.27974284	 -11.25128740	 -0.00000336	 0.00000278
152598	 99.90	 6.00		 0	 108.61773477	 -10.31660669	 -0.00000126	 -0.00000306
152641	 99.90	 5.40		 0	 109.06018497	 -15.58541960	 -0.00001890	 -0.00000139
152724	 99.90	 5.40		 4	 109.86724788	 -16.39511983	 0.00004578	 -0.00003667
152749	 99.90	 5.70		 0	 110.24272674	 -14.36011625	 -0.00000504	 0.00000444
152776	 99.90	 4.90		 0	 110.55666017	 -19.01651785	 0.00000210	 -0.00000111
152834	 99.90	 5.20		 0	 111.16713145	 -16.20115006	 -0.00000420	 -0.00000278
152840	 99.90	 5.80		 0	 111.28465201	 -13.75208807	 -0.00005922	 -0.00000139
152894	 99.90	 5.70		 2	 111.78346924	 -17.86450385	 0.00000042	 0.00000417
152909	 99.90	 5.90		 2	 111.96533585	 -11.55693757	 -0.00000126	 -0.00000028
152941	 99.90	 6.00		 0	 112.34200704	 -10.32737601	 -0.00000210	 -0.00000778
152943	 99.90	 5.90		 2	 112.34117338	 -14.99917184	 -0.00005334	 -0.00007055
153062	 99.90	 5.80		 0	 113.33143216	 -19.41243469	 0.00000672	 -0.00001861
153072	 99.90	 5.10		 0	 113.44971132	 -14.52390547	 -0.00000378	 0.00000111
153118	 99.90	 5.60		 2	 114.01612843	 -14.49273598	 -0.00000294	 0.00000083
153149	 99.90	 5.70		 0	 114.17102018	 -19.70232393	 -0.00000168	 0.00000167
153227	 99.90	 5.10		 0	 115.09657883	 -15.26372201	 -0.00000294	 -0.00000611
153372	 99.90	 5.10		 0	 116.48692501	 -14.56380798	 -0.00000420	 0.00000194
153414	 99.90	 5.50		 2	 116.98617082	 -12.19311805	 -0.00003192	 0.00001639
153454	 99.90	 5.50		 0	 117.42166703	 -17.22845630	 0.00001554	 -0.00003250
153500	 99.90	 5.30		 1	 117.94291729	 -13.89803537	 -0.00001806	 -0.00009444
153520	 99.90	 5.70		 0	 118.07858801	 -14.84629977	 -0.00000336	 -0.00000056
153687	 99.90	 4.60		 0	 119.96686793	 -18.39935671	 -0.00000084	 -0.00001167
153890	 99.90	 4.30		 0	 122.25673927	 -19.24501808	 -0.00000462	 -0.00000167
153898	 99.90	 5.50		 2	 122.36872276	 -16.24898059	 -0.00000504	 -0.00000194
153924	 99.90	 5.60		 0	 122.66620657	 -13.79924079	 -0.00006972	 0.00001583
153942	 99.90	 4.70		 2	 122.81799403	 -12.92692656	 -0.00000714	 0.00000333
153993	 99.90	 5.00		 0	 123.33319843	 -15.78823355	 -0.00000420	 -0.00000083
154093	 99.90	 6.00		 0	 124.59943619	 -12.63191564	 0.00007644	 -0.00027221
154150	 99.90	 5.60		 0	 125.33838241	 -20.07914581	 -0.00000168	 -0.00000528
154159	 99.90	 5.90		 0	 125.47743244	 -17.58634821	 -0.00002814	 -0.00000389
154244	 99.90	 5.90		 0	 126.48163301	 -14.92988059	 -0.00000336	 0.00000889
154257	 99.90	 5.70		 0	 126.67475366	 -12.53439361	 -0.00002604	 -0.00000500
154359	 99.90	 5.40		 2	 127.87894980	 -19.57739044	 -0.00000966	 -0.00000194
154515	 99.90	 5.10		 0	 130.00609648	 -12.47539612	 -0.00002394	 -0.00000028
154552	 99.90	 5.00		 2	 130.43047158	 -15.94329718	 -0.00000084	 -0.00002555
154622	 99.90	 4.40		 0	 131.59390978	 -13.54771853	 0.00000462	 -0.00000306
154745	 99.90	 5.90		 0	 133.80180630	 -18.24131770	 0.00000546	 0.00000056
154804	 99.90	 5.90		 0	 134.68297330	 -16.13263631	 0.00007014	 0.00006055
154950	 99.90	 5.70		 0	 137.26785728	 -18.32874537	 -0.00001554	 0.00000278
154953	 99.90	 5.80		 0	 137.29803268	 -12.35772946	 0.00000588	 0.00000083
154989	 99.90	 5.80		 0	 137.99476164	 -19.74770966	 -0.00001722	 0.00001222
155060	 99.90	 6.00		 0	 139.28119158	 -14.57362733	 -0.00001386	 0.00000333
155091	 99.90	 5.90		 2	 139.88847492	 -15.83448043	 0.00001512	 -0.00001278
155096	 99.90	 4.90		 0	 139.94345826	 -11.97495455	 -0.00000672	 0.00000278
155273	 99.90	 5.70		 0	 143.08570547	 -19.40050685	 -0.00000294	 0.00000083
155388	 99.90	 5.00		 0	 145.07655575	 -14.33231920	 -0.00000756	 -0.00000528
155542	 99.90	 4.30		 0	 147.86968189	 -14.84659713	 0.00000630	 -0.00000722
155588	 99.90	 5.20		 0	 148.71759899	 -19.00941775	 -0.00001386	 -0.00001028
155704	 99.90	 5.80		 2	 151.01214567	 -18.10157038	 -0.00000294	 -0.00000056
155713	 99.90	 4.70		 0	 151.28118726	 -13.06476307	 -0.00001050	 0.00000417
155739	 99.90	 5.90		 0	 151.78996652	 -17.14133689	 0.00000798	 -0.00001222
155780	 99.90	 5.40		 0	 152.52446716	 -12.81601851	 -0.00003612	 -0.00003139
155785	 99.90	 3.80		 0	 152.64707559	 -12.35410149	 -0.00005796	 -0.00002472
155980	 99.90	 4.10		 0	 156.52268497	 -16.83629749	 -0.00003738	 -0.00002167
156029	 99.90	 5.50		 0	 157.74906891	 -13.58820489	 -0.00001302	 0.00000250
156095	 99.90	 5.90		 0	 159.13492368	 -12.23020448	 0.00007602	 -0.00018749
156110	 99.90	 4.80		 4	 159.38845702	 -13.38443524	 0.00000966	 -0.00000889
156122	 99.90	 5.10		 0	 159.64567391	 -16.87664233	 -0.00002940	 0.00000722
156124	 99.90	 5.90		 0	 159.70989047	 -12.44372129	 -0.00001638	 0.00000056
156221	 99.90	 5.60		 0	 161.71681223	 -17.29674201	 -0.00000588	 -0.00000361
156256	 99.90	 3.30		 0	 162.40629556	 -16.19366150	 0.00002772	 0.00005583
156301	 99.90	 5.30		 2	 163.37302926	 -20.13881021	 0.00002310	 -0.00006639
156310	 99.90	 5.80		 0	 163.57434608	 -13.75793568	 0.00000084	 0.00000389
156375	 99.90	 4.20		 0	 164.94366298	 -18.29880086	 -0.00013608	 0.00003611
156421	 99.90	 5.60		 2	 165.81233435	 -11.30353716	 -0.00002016	 -0.00003000
156605	 99.90	 3.80		 0	 169.83526899	 -14.77858874	 -0.00003570	 0.00005750
156646	 99.90	 5.10		 0	 170.84129844	 -18.78012913	 -0.00009240	 -0.00000944
156658	 99.90	 5.10		 0	 171.15239458	 -10.85931766	 -0.00000798	 0.00000750
156661	 99.90	 4.10		 0	 171.22056111	 -17.68402552	 -0.00002898	 0.00000111
156685	 99.90	 6.00		 0	 171.78964076	 -12.35683507	 -0.00002898	 0.00000583
156750	 99.90	 6.00		 0	 173.31109922	 -16.28051964	 -0.00000042	 -0.00001222
156802	 99.90	 5.60		 0	 174.66702495	 -13.20184900	 0.00002646	 0.00003333
156869	 99.90	 4.90		 0	 176.19087150	 -18.35079279	 0.00000966	 -0.00000861
156988	 99.90	 5.20		 0	 179.00397209	 -17.15083138	 -0.00001512	 -0.00000167
157041	 99.90	 5.60		 0	 180.18553925	 -10.44618172	 0.00003570	 -0.00013222
157042	 99.90	 5.30		 0	 180.21331454	 -19.65885991	 -0.00000420	 0.00000361
157176	 99.90	 2.80		 0	 183.95161167	 -17.54194798	 -0.00004704	 0.00000639
157184	 99.90	 6.00		 0	 184.26392019	 -16.69374210	 -0.00001386	 0.00000083
157211	 99.90	 5.90		 4	 184.90822005	 -19.25568484	 0.00000252	 0.00000222
157226	 99.90	 5.40		 0	 185.23240771	 -13.56551060	 0.00000126	 0.00000528
157272	 99.90	 6.00		 0	 186.29884584	 -11.61035961	 -0.00001848	 -0.00000639
157323	 99.90	 3.10		 0	 187.46613776	 -16.51543929	 -0.00006090	 -0.00003833
157345	 99.90	 4.40		 0	 188.01765453	 -16.19615558	 -0.00012432	 -0.00001694
157350	 99.90	 5.70		 0	 188.15015450	 -13.85903813	 -0.00004158	 -0.00001417
157361	 99.90	 5.80		 0	 188.39277586	 -12.83016312	 -0.00000504	 0.00001528
157448	 99.90	 6.00		 2	 190.31769701	 -13.01486587	 -0.00003654	 0.00000222
157451	 99.90	 6.00		 0	 190.45489754	 -19.75867665	 -0.00006300	 0.00000750
157584	 99.90	 6.00		 0	 193.57779423	 -11.64853752	 -0.00004032	 0.00000361
157739	 99.90	 5.30		 0	 196.97430358	 -10.74034007	 0.00000504	 -0.00000167
157788	 99.90	 5.10		 0	 198.01484172	 -16.19861987	 0.00002856	 -0.00007944
157806	 99.90	 5.60		 0	 198.54545010	 -19.93080984	 -0.00003654	 0.00004639
157823	 99.90	 5.30		 0	 198.99498378	 -19.94318230	 0.00009114	 -0.00003194
157844	 99.90	 4.80		 0	 199.60133778	 -18.31135666	 -0.00031584	 -0.00029694
157899	 99.90	 5.50		 0	 200.75481339	 -17.73532589	 -0.00001386	 -0.00000806
157923	 99.90	 1.20		 0	 201.29840958	 -11.16129289	 -0.00001092	 -0.00000750
157938	 99.90	 5.60		 0	 201.67991367	 -12.70768762	 -0.00003738	 -0.00000556
157946	 99.90	 4.90		 0	 201.86333070	 -15.97353905	 -0.00003486	 0.00000667
157987	 99.90	 5.90		 0	 203.01182272	 -18.72888720	 -0.00002814	 -0.00000389
157998	 99.90	 5.60		 0	 203.21533912	 -15.36304142	 -0.00002142	 -0.00000056
158021	 99.90	 5.80		 2	 203.66865604	 -13.21441855	 -0.00001260	 -0.00000278
158131	 99.90	 5.70		 0	 206.12434429	 -16.17913357	 0.00000336	 -0.00000167
158152	 99.90	 5.80		 2	 206.48469476	 -12.42653484	 -0.00000462	 0.00000222
158165	 99.90	 5.80		 0	 206.85581570	 -17.85994254	 0.00001722	 -0.00000944
158186	 99.90	 5.10		 0	 207.46796976	 -18.13417341	 -0.00002898	 -0.00001000
158401	 99.90	 5.10		 0	 212.71050968	 -16.30195056	 0.00000168	 -0.00000167
158427	 99.90	 4.30		 0	 213.22406396	 -10.27371505	 0.00000252	 0.00003917
158448	 99.90	 5.60		 0	 213.85063078	 -18.20076488	 -0.00001134	 -0.00000333
158481	 99.90	 5.70		 0	 214.65944350	 -18.71603461	 -0.00001806	 -0.00001167
158489	 99.90	 4.60		 0	 214.77754791	 -13.37113001	 -0.00000462	 0.00000806
158821	 99.90	 5.40		 2	 222.32955433	 -14.14893826	 -0.00001764	 -0.00000389
158836	 99.90	 5.30		 0	 222.67177125	 -15.99731681	 -0.00002856	 -0.00001889
158840	 99.90	 2.90		 0	 222.71974216	 -16.04178064	 -0.00003066	 -0.00001861
158887	 99.90	 5.80		 0	 223.59541335	 -11.89846810	 -0.00001512	 -0.00000278
158915	 99.90	 5.60		 0	 224.19218865	 -11.40972346	 0.00000252	 0.00000250
158946	 99.90	 6.00		 2	 224.72347197	 -11.14404284	 -0.00002898	 -0.00001722
159028	 99.90	 5.30		 0	 226.65658528	 -16.25680834	 -0.00001218	 -0.00000583
159090	 99.90	 4.70		 0	 228.05543130	 -19.79175179	 -0.00001092	 -0.00001083
159105	 99.90	 6.00		 0	 228.32999392	 -19.64748498	 -0.00001512	 -0.00001028
159227	 99.90	 5.80		 0	 230.96776994	 -12.36959886	 -0.00001092	 -0.00001111
159234	 99.90	 5.10		 0	 231.04967829	 -10.32229788	 -0.00001890	 -0.00004278
159280	 99.90	 5.90		 0	 232.06432045	 -16.71649770	 0.00000546	 -0.00000889
159307	 99.90	 5.90		 0	 232.66830412	 -16.60945597	 0.00000546	 0.00000028
159330	 99.90	 5.50		 0	 233.15295841	 -19.67052362	 -0.00000672	 -0.00001056
159335	 99.90	 5.60		 0	 233.23021263	 -16.85292244	 -0.00000294	 -0.00000389
159370	 99.90	 4.00		 0	 233.88167504	 -14.78958838	 0.00001890	 0.00000222
159411	 99.90	 5.50		 0	 234.72735876	 -19.30193172	 0.00002520	 -0.00002111
159442	 99.90	 5.00		 0	 235.48675901	 -19.67887391	 -0.00001092	 -0.00002861
159466	 99.90	 5.50		 0	 236.01846747	 -15.67284726	 -0.00000966	 -0.00001750
159563	 99.90	 4.30		 0	 238.45648111	 -16.72940014	 0.00002898	 0.00003694
159572	 99.90	 5.90		 2	 238.75151438	 -19.38309007	 -0.00000462	 -0.00000556
159607	 99.90	 4.70		 0	 239.54747737	 -14.27937731	 -0.00000336	 -0.00000417
159625	 99.90	 5.50		 0	 240.08168565	 -16.53338376	 -0.00018480	 -0.00010972
159665	 99.90	 4.20		 2	 241.09225693	 -11.37319854	 -0.00001722	 -0.00000806
159682	 99.90	 2.90		 0	 241.35941121	 -19.80538762	 -0.00000126	 -0.00000500
159683	 99.90	 5.10		 2	 241.36064479	 -19.80197107	 -0.00000546	 -0.00000556
159715	 99.90	 5.60		 2	 241.90168215	 -12.74551030	 -0.00001302	 -0.00000806
159764	 99.90	 4.30		 2	 242.99895344	 -19.46058493	 -0.00000294	 -0.00000639
159793	 99.90	 5.50		 0	 243.46199117	 -11.83762913	 -0.00000294	 -0.00000167
159892	 99.90	 4.60		 0	 246.02585045	 -20.03739894	 -0.00000798	 -0.00001306
159918	 99.90	 4.90		 0	 246.75592557	 -18.45637348	 -0.00000294	 -0.00000722
159948	 99.90	 5.80		 0	 247.44562204	 -14.55073881	 0.00001050	 0.00000528
159963	 99.90	 4.40		 2	 247.78479713	 -16.61268917	 -0.00001470	 -0.00000972
160006	 99.90	 2.70		 0	 249.28987243	 -10.56710106	 0.00000420	 0.00000750
160046	 99.90	 5.00		 0	 250.39335630	 -17.74218706	 -0.00000630	 -0.00000028
160052	 99.90	 5.60		 0	 250.47367699	 -19.92452392	 0.00000630	 0.00001139
160118	 99.90	 4.70		 0	 252.45858170	 -10.78302602	 0.00002730	 -0.00002555
160299	 99.90	 6.00		 4	 256.94117132	 -16.09238888	 -0.00000504	 -0.00000250
160324	 99.90	 5.60		 0	 257.44992938	 -10.52328983	 0.00001596	 -0.00002944
160332	 99.90	 2.60		 1	 257.59465456	 -15.72484721	 0.00001134	 0.00002722
160462	 99.90	 6.00		 2	 259.97203893	 -17.75638439	 -0.00000294	 -0.00000583
160479	 99.90	 4.40		 2	 260.20699697	 -12.84674338	 0.00001302	 0.00000194
160653	 99.90	 5.70		 0	 263.69312325	 -11.24192928	 0.00000000	 0.00000222
160700	 99.90	 3.60		 0	 264.39676094	 -15.39856940	 -0.00001218	 -0.00001639
160701	 99.90	 5.90		 0	 264.40075274	 -15.57113060	 -0.00000252	 -0.00000028
160708	 99.90	 5.90		 0	 264.53969849	 -10.92631250	 -0.00000378	 -0.00000278
160747	 99.90	 4.40		 0	 265.35379503	 -12.87526580	 -0.00002016	 -0.00001472
160915	 99.90	 5.90		 2	 269.07926306	 -15.81246108	 -0.00000294	 -0.00001750
161093	 99.90	 5.70		 0	 271.95161381	 -17.15420897	 -0.00002898	 0.00001639
161260	 99.90	 6.00		 0	 274.29858557	 -17.37405352	 -0.00000084	 -0.00000528
161348	 99.90	 5.70		 0	 275.03666090	 -15.83158355	 0.00001092	 -0.00000917
161376	 99.90	 5.40		 4	 275.34623183	 -18.86006765	 0.00000336	 -0.00000250
161415	 99.90	 5.70		 0	 275.80075253	 -12.01499057	 -0.00000252	 -0.00000778
161493	 99.90	 6.00		 0	 276.98543659	 -17.80010337	 -0.00000126	 0.00000194
161520	 99.90	 4.70		 0	 277.29952816	 -14.56584943	 0.00000126	 -0.00000111
161528	 99.90	 6.00		 0	 277.44496610	 -14.58172209	 0.00000630	 0.00000694
161540	 99.90	 5.80		 0	 277.54959510	 -18.72888147	 0.00001092	 -0.00002639
161564	 99.90	 5.20		 2	 277.85973268	 -18.40278185	 -0.00000084	 -0.00000694
161569	 99.90	 5.80		 2	 277.85704952	 -10.79582590	 0.00000000	 -0.00000417
161587	 99.90	 5.90		 0	 278.18039550	 -14.86555001	 -0.00000126	 0.00000028
161605	 99.90	 5.70		 0	 278.41256611	 -14.85371900	 0.00000714	 -0.00000333
161632	 99.90	 5.30		 0	 278.76007487	 -10.97715393	 0.00001428	 -0.00000028
161817	 99.90	 5.80		 2	 281.68048420	 -10.12495109	 -0.00000168	 0.00000056
161964	 99.90	 5.00		 0	 283.67960972	 -15.60300024	 -0.00000210	 -0.00000139
161984	 99.90	 5.60		 0	 283.87930563	 -16.37668663	 -0.00000756	 -0.00005139
162052	 99.90	 5.40		 0	 284.84927712	 -12.84046835	 0.00000042	 -0.00000500
162130	 99.90	 6.00		 2	 285.76606492	 -19.24524039	 0.00000210	 0.00000167
162177	 99.90	 5.90		 0	 286.42160221	 -15.66032240	 -0.00000042	 -0.00000139
162201	 99.90	 5.90		 2	 286.71783582	 -16.22891388	 0.00000630	 0.00000111
162229	 99.90	 5.40		 0	 287.06969449	 -19.29007378	 0.00000168	 0.00000222
162326	 99.90	 5.60		 0	 288.31486572	 -12.28244908	 0.00000420	 -0.00000667
162413	 99.90	 5.00		 0	 289.40882417	 -18.95300946	 -0.00000294	 -0.00000417
162512	 99.90	 4.00		 0	 290.41831658	 -17.84715354	 -0.00000714	 0.00000667
162518	 99.90	 4.60		 0	 290.43189110	 -15.95501933	 0.00000084	 -0.00000167
162521	 99.90	 6.00		 0	 290.46208713	 -18.30839275	 0.00002982	 -0.00002555
162595	 99.90	 5.80		 0	 291.34057499	 -13.89738850	 0.00002184	 0.00001500
162609	 99.90	 5.70		 0	 291.54623368	 -15.05299723	 0.00000672	 0.00000278
162792	 99.90	 5.20		 0	 293.78039230	 -10.56052580	 0.00000294	 -0.00000083
162816	 99.90	 5.90		 0	 294.26420090	 -18.23112306	 0.00000504	 -0.00000333
162827	 99.90	 5.60		 0	 294.39345105	 -14.30173012	 -0.00003066	 -0.00003944
162883	 99.90	 5.50		 0	 295.18088041	 -16.29317227	 0.00002058	 -0.00001250
162915	 99.90	 5.10		 0	 295.62976837	 -16.12403908	 0.00001932	 -0.00000278
162931	 99.90	 5.50		 0	 295.88985979	 -15.47000294	 0.00004452	 -0.00005000
162964	 99.90	 5.10		 0	 296.59066420	 -19.76111286	 -0.00003864	 -0.00002444
163036	 99.90	 5.50		 0	 297.69513127	 -10.76350133	 -0.00000798	 0.00000944
163060	 99.90	 6.00		 0	 298.05021511	 -19.04497323	 0.00000042	 -0.00001611
163141	 99.90	 5.00		 0	 299.48772377	 -15.49146136	 0.00000462	 -0.00002722
163168	 99.90	 5.90		 0	 299.94756553	 -9.95827016	 -0.00007644	 -0.00011111
163195	 99.90	 5.80		 0	 300.49426143	 -13.63706045	 0.00001092	 0.00000500
163337	 99.90	 5.90		 0	 303.10797092	 -12.61742955	 0.00005670	 -0.00005361
163422	 99.90	 4.50		 0	 304.41205885	 -12.50819912	 0.00000630	 0.00000028
163427	 99.90	 3.80		 0	 304.51371707	 -12.54481858	 0.00001848	 0.00000139
163445	 99.90	 5.50		 2	 304.84845460	 -19.11847629	 0.00000210	 -0.00000194
163468	 99.90	 4.80		 2	 305.16610080	 -12.75919368	 0.00000546	 -0.00000528
163481	 99.90	 3.30		 0	 305.25290909	 -14.78137446	 0.00001218	 0.00000056
163592	 99.90	 5.20		 2	 306.83021778	 -18.21172328	 0.00000420	 -0.00000306
163614	 99.90	 5.00		 0	 307.21511836	 -17.81362862	 -0.00000420	 -0.00000583
163665	 99.90	 5.80		 0	 308.09881039	 -9.85343145	 0.00008694	 0.00002861
163771	 99.90	 5.30		 2	 309.81833584	 -14.95483577	 0.00000210	 -0.00000611
163779	 99.90	 5.30		 0	 310.01246089	 -18.13863962	 -0.00000588	 -0.00000556
163783	 99.90	 5.90		 0	 310.13559816	 -16.12426139	 -0.00001974	 0.00001972
163924	 99.90	 6.00		 0	 312.67421176	 -12.54489879	 0.00003612	 -0.00001972
163975	 99.90	 5.90		 0	 313.69950406	 -17.92298682	 -0.00001512	 -0.00000556
164013	 99.90	 6.00		 0	 314.41947048	 -16.03158600	 0.00001554	 0.00000000
164027	 99.90	 6.00		 0	 314.67477483	 -14.48268859	 -0.00001218	 -0.00000056
164132	 99.90	 4.20		 0	 316.48698426	 -17.23278099	 0.00002478	 -0.00001611
164156	 99.90	 6.00		 0	 316.93592608	 -17.45537575	 0.00000504	 -0.00000750
164182	 99.90	 4.50		 0	 317.39866357	 -11.37170942	 0.00002688	 -0.00000417
164263	 99.90	 5.50		 0	 318.93702257	 -15.17152219	 0.00000798	 0.00000139
164286	 99.90	 5.40		 0	 319.48881436	 -17.98519516	 0.00000504	 -0.00000056
164346	 99.90	 4.30		 0	 320.56183119	 -16.83460612	 0.00000966	 0.00000111
164364	 99.90	 5.50		 0	 321.04802731	 -12.87816039	 0.00002604	 0.00000194
164520	 99.90	 4.70		 2	 324.27017866	 -19.46595699	 0.00000336	 0.00000083
164560	 99.90	 3.80		 0	 325.02286614	 -16.66235031	 0.00005544	 -0.00000667
164580	 99.90	 5.30		 0	 325.38711215	 -14.04755793	 -0.00003402	 -0.00008528
164593	 99.90	 4.80		 0	 325.66468739	 -18.86632092	 0.00004368	 -0.00000167
164600	 99.90	 6.00		 0	 325.76853717	 -14.39959421	 -0.00000042	 0.00000694
164612	 99.90	 5.90		 0	 326.00409166	 -14.74947216	 -0.00000672	 0.00000194
164639	 99.90	 5.40		 0	 326.63388767	 -11.36596781	 0.00000882	 -0.00000250
164644	 99.90	 3.00		 0	 326.76035841	 -16.12728087	 0.00007728	 -0.00008222
164713	 99.90	 5.20		 0	 328.32415903	 -13.55181060	 0.00008988	 0.00000333
164861	 99.90	 4.40		 0	 331.60941884	 -13.86966879	 0.00001218	 -0.00001556
164888	 99.90	 5.70		 0	 332.24599352	 -18.51972029	 0.00000084	 -0.00000333
164910	 99.90	 5.40		 0	 332.65632312	 -11.56496815	 0.00000924	 0.00000250
164974	 99.90	 5.50		 0	 334.20061510	 -12.83145744	 0.00000420	 0.00000167
165044	 99.90	 5.90		 0	 336.11282862	 -13.52949675	 0.00001428	 0.00000278
165134	 99.90	 4.90		 0	 337.66189964	 -10.67797875	 0.00000084	 -0.00000833
165252	 99.90	 4.90		 0	 340.89702162	 -18.83038442	 -0.00000798	 -0.00000778
165293	 99.90	 5.40		 0	 341.88819713	 -19.61331835	 -0.00002982	 -0.00005611
165298	 99.90	 5.70		 2	 341.92835576	 -14.05644966	 0.00000924	 -0.00000250
165321	 99.90	 4.20		 0	 342.39808506	 -13.59259375	 -0.00000336	 -0.00001000
165359	 99.90	 5.90		 0	 343.36976052	 -11.61654297	 0.00000714	 0.00000028
165375	 99.90	 3.50		 0	 343.66270191	 -15.82082512	 -0.00001134	 -0.00000694
165376	 99.90	 5.70		 0	 343.68952723	 -16.27201981	 -0.00006468	 -0.00002500
165625	 99.90	 5.30		 2	 349.77800813	 -13.45888254	 0.00008568	 -0.00002805
165658	 99.90	 5.30		 2	 350.66350440	 -15.03924681	 0.00003234	 0.00000528
165804	 99.90	 5.70		 2	 354.41496008	 -13.06028254	 0.00001050	 0.00000667
165818	 99.90	 5.20		 0	 354.94641014	 -14.22176065	 0.00001638	 -0.00001028
165834	 99.90	 5.60		 0	 355.39383132	 -18.02712022	 -0.00001134	 -0.00001972
165836	 99.90	 5.00		 0	 355.44096056	 -17.81645617	 0.00000462	 0.00000111
165841	 99.90	 5.40		 0	 355.61627711	 -15.44766674	 0.00000714	 -0.00000222
165842	 99.90	 4.60		 0	 355.68069822	 -14.54491927	 0.00002856	 -0.00001861
165849	 99.90	 5.80		 4	 355.95625205	 -15.28432788	 0.00000924	 -0.00000694
165854	 99.90	 5.30		 0	 356.05047729	 -18.27689840	 0.00000882	 -0.00000056
165867	 99.90	 5.70		 2	 356.50399818	 -18.67795926	 0.00003948	 0.00000833
165880	 99.90	 5.90		 0	 356.81633993	 -11.91086519	 -0.00001386	 -0.00002389
165915	 99.90	 5.90		 0	 357.63879479	 -14.40184708	 0.00001050	 -0.00000944
165918	 99.90	 5.30		 0	 357.83880698	 -18.90903436	 0.00000630	 0.00000000
165933	 99.90	 6.00		 0	 358.12492788	 -14.25107719	 -0.00002940	 0.00000000
166066	 99.90	 5.90		 2	 1.94483832	 -22.50890541	 0.00001596	 -0.00001222
166083	 99.90	 5.50		 2	 2.33747154	 -27.98782947	 0.00002268	 -0.00000111
166103	 99.90	 5.60		 0	 2.89353015	 -27.79979038	 0.00000378	 0.00000417
166207	 99.90	 5.40		 0	 5.38015182	 -28.98154376	 0.00001260	 -0.00002055
166210	 99.90	 5.20		 4	 5.44309355	 -20.05780713	 0.00002142	 -0.00000139
166282	 99.90	 6.00		 0	 6.81103593	 -25.54721746	 0.00000882	 -0.00000500
166318	 99.90	 5.20		 0	 7.59444828	 -23.78766402	 -0.00000714	 0.00000417
166367	 99.90	 5.60		 0	 8.42111552	 -29.55843569	 -0.00000756	 -0.00000944
166418	 99.90	 5.70		 2	 9.33614893	 -24.76729214	 0.00042882	 -0.00000333
166528	 99.90	 5.30		 0	 11.18488730	 -22.00614107	 -0.00001974	 0.00002305
166555	 99.90	 5.60		 0	 11.54904565	 -22.52201928	 0.00006090	 -0.00000139
166585	 99.90	 5.50		 0	 12.00446246	 -21.72253259	 0.00000840	 -0.00000306
166647	 99.90	 5.60		 2	 13.16910903	 -24.00584757	 0.00001050	 0.00000972
166716	 99.90	 4.40		 0	 14.65143045	 -29.35757151	 0.00000588	 0.00000000
167086	 99.90	 5.10		 0	 22.40055390	 -21.62933524	 0.00001680	 0.00000167
167093	 99.90	 6.00		 2	 22.59537050	 -26.20787299	 0.00001386	 0.00000056
167198	 99.90	 5.70		 0	 24.71547152	 -21.27544086	 0.00003570	 0.00001000
167275	 99.90	 5.40		 0	 26.41156758	 -25.05267277	 0.00004956	 -0.00001667
167416	 99.90	 5.20		 0	 29.16745602	 -22.52674962	 0.00001890	 -0.00000667
